Area,ConvexArea,Perimeter,ConvexPerimeter,EquivDiameter,MajorAxisLength,MinorAxisLength,Elongation,Compactness,Eccentricity,Solidity,Extent,Circularity,RadialDistanceSD,SecondMoment,Roughness,MinIntensity,MaxIntensity,MeanIntensity,SDIntensity,MinIntensityBG,MaxIntensityBG,MeanIntensityBG,SDIntensityBG,IntensityDifference,markov1,markov2,markov3,markov4,markov5,gabormean_0_0,gaborSD_0_0,gabormean_0_1,gaborSD_0_1,gabormean_0_2,gaborSD_0_2,gabormean_1_0,gaborSD_1_0,gabormean_1_1,gaborSD_1_1,gabormean_1_2,gaborSD_1_2,gabormean_2_0,gaborSD_2_0,gabormean_2_1,gaborSD_2_1,gabormean_2_2,gaborSD_2_2,gabormean_3_0,gaborSD_3_0,gabormean_3_1,gaborSD_3_1,gabormean_3_2,gaborSD_3_2,Contrast,Correlation,Energy,Homogeneity,Entropy,x_3rdordermoment,Inversevariance,Sumaverage,Variance,Clustertendency,MaxProbability,Malignancy_1,Malignancy_2,Malignancy_3,Malignancy_4
93,99,38.97056275,37.44558114,10.88169461,14.36797179,8.473503301,1.695635356,1.299512741,0.80758628,0.939393939,0.738095238,0.833473244,2.640181065,0.185196374,0.039131629,71,484,251.4624,116.1054,71,313,157.3636,53.1147,94.0987,807.3275,1431.9,63432.53,68309.98,142.847,69.2302,64.7974,57.2222,61.7144,107.0635,66.4908,78.6667,51.2341,103.6825,56.1329,102.0873,65.9756,65.1905,49.3179,111.2222,64.9892,111.5317,67.0711,124.5952,63.3299,94.1032,60.1282,120.5317,67.1823,9230,0.671,0.0053,0.0484,5.35,697000,0.0179,166,12800,42700,0.0077,3,3,2,3
69,70,30.97056275,30.79241716,9.373021316,10.95907478,8.140718072,1.346204927,1.106214225,0.669481249,0.985714286,0.784090909,0.914474061,1.333663866,0.166400312,0.005752094,83,1168,642.0145,317.3712,19,524,202.6316,148.0346,439.3829,4321.26,4321.3,2766.29,2598.56,1935.5,49.6818,54.1521,58.8409,58.6687,113.6023,65.3568,80.6477,53.2759,77.4205,56.1936,90.0455,54.754,95.1591,61.0248,117.125,70.3892,113.1932,66.4364,86.1705,51.234,138.4318,70.1476,97.3523,61.8454,107000,0.584,0.0077,0.0185,4.96,36800000,0.0061,579,112000,356000,0.0077,3,2,3,3
66,67,30.14213562,29.89019972,9.166995688,9.470848415,9.099591813,1.040799259,1.095454237,0.277242181,0.985074627,0.814814815,0.928316705,0.407698808,0.160826585,0.008358263,5,1422,620.6818,372.5872,118,598,347.7692,158.0955,272.9126,3697.73,3696.28,2292.25,2440.9,1760.76,71.037,66.9235,100.5926,66.7304,108.6914,66.6214,106.9136,59.9456,104.2346,54.734,125.321,69.4998,76.0864,53.2858,70.6543,63.9996,109.9383,66.4167,89.642,61.6955,102.1975,61.1133,93.4074,58.062,141000,0.527,0.0085,0.0162,4.86,20000000,0.004,598,136000,417000,0.0095,3,2,3,3
105,106,38.38477631,37.95469482,11.56244577,13.56171729,9.950881913,1.362865866,1.116654615,0.679421801,0.990566038,0.795454545,0.915942383,0.746385968,0.1668295,0.011204481,104,792,432.4476,194.6205,102,453,212.7037,82.0651,219.7439,4482.4,4480.74,2238.35,3761.15,1814.52,99.0758,57.2768,64.9924,57.587,124.6061,64.2935,71.25,47.9025,75.9773,51.9137,101.9924,64.3447,93,53.6882,47.25,55.8012,114.7424,66.8379,51.7576,61.3241,63.3485,57.4985,53.5076,60.4202,33700,0.587,0.0049,0.0239,5.43,-1750000,0.006,315,39300,125000,0.0052,4,2,3,2
497,507,85.98275606,81.4200408,25.15551736,26.27258993,24.21035953,1.085179668,1.183740402,0.388363195,0.980276134,0.736296296,0.942114356,0.595485566,0.160176537,0.053065469,4,2935,1372.8,863.4542,14,590,188.2386,94.1524,1184.56,5944.36,5940.94,3257.95,3636.25,1901.79,51.3274,43.4666,59.3156,54.6206,111.1689,90.0488,91.0593,54.238,53.4104,46.7045,92.1763,48.9347,60.077,50.8772,41.5941,41.8023,108.5393,88.3938,74.2015,52.6885,63.5585,46.6767,76.4207,50.913,300000,0.818,0.0008,0.0168,7.2,-2160000,0.0046,1150,826000,3000000,0.0014,1,1,1,1
599,623,96.18376618,92.03655099,27.61648941,30.77148823,25.62413971,1.200878881,1.229042413,0.553689139,0.961476726,0.764030612,0.888619861,2.603204025,0.167029879,0.043117621,-836,95,-269.4238,310.7302,-863,-454,-775.8216,73.004,506.3978,10071.63,9748.47,17313.57,17034.73,3720.02,41.6454,58.9541,36.5459,55.9209,47.8814,69.3569,42.0332,49.4414,41.1888,51.4147,49.1429,54.0263,43.6071,54.1428,35.0651,50.6025,54.037,76.2769,43.9681,52.4246,45.2857,55.6827,43.838,51.6152,30800,0.871,0.0008,0.0568,7.32,-360000,0.0235,508,119000,446000,0.0019,4,5,5,4
123,134,47.45584412,44.03300735,12.51433035,16.75074029,9.845802813,1.701307715,1.457016367,0.809018525,0.917910448,0.640625,0.797183461,2.92526653,0.190477879,0.07212677,36,1111,516.5041,271.7865,5,584,204.6269,133.7602,311.8772,4305.22,1529.1,4301.96,4302.37,1528.49,84.9531,65.1588,75.1979,66.3973,101.6771,72.9114,99.2917,59.0883,77.1198,65.9038,109.0938,68.6742,81.5156,55.9633,62.7396,57.5615,112.1875,73.5895,83.1406,54.0564,111.4115,63.9117,79.5625,55.0154,73300,0.552,0.0032,0.0209,5.84,5300000,0.0055,435,80000,248000,0.0046,5,4,3,4
230,240,59.11269837,56.29101927,17.11271736,19.34261672,15.29604321,1.264550345,1.20899323,0.612081188,0.958333333,0.756578947,0.912135744,1.567021041,0.164521493,0.047733891,121,2955,1018.1,663.7217,31,957,307.0405,208.3546,711.0551,5418.81,2023.48,5416.63,5416.34,2022.41,75.5625,60.7381,73.3586,64.4075,92.5428,69.0698,80.5789,48.9341,92.0461,60.4466,76.0888,45.0607,82.8849,56.7552,81.2237,62.4902,87.8849,66.4056,68.8322,49.4998,61.3684,44.2999,81.3651,59.124,263000,0.717,0.002,0.0158,6.35,29700000,0.005,893,453000,1550000,0.0025,3,1,1,5
182,191,52.87005769,51.06125569,15.22266722,18.38409155,12.73091585,1.444050983,1.222188848,0.721421402,0.952879581,0.71372549,0.877199288,1.107189049,0.170805073,0.034212219,198,3361,1552.03,979.7076,1,516,220.5429,114.5075,1331.49,5487.08,5471.61,3152.71,3046.02,1776.22,69.2118,48.4867,23.4706,42.0382,92.6863,72.7693,55.3686,50.5415,93.7529,61.2951,49.5529,46.2641,93.3686,62.7808,45.1294,42.7815,99.698,75.2905,85.6431,55.7947,104.8824,54.724,63.2902,49.3805,584000,0.737,0.0024,0.0184,6.16,-130000000,0.0082,1310,1090000,3780000,0.0033,1,1,1,1
59,60,28.72792206,28.47598616,8.667244841,9.613515337,8.041578439,1.195476163,1.113131703,0.547987113,0.983333333,0.819444444,0.914332863,0.512529169,0.163580502,0.008769722,30,802,308.4068,227.5216,82,703,252.6154,213.6807,55.7914,2932.09,1198.26,2932.14,2932.24,1198.24,76.5972,52.8246,70.6528,67.0875,108.5972,67.7574,47.9722,67.1624,61.2083,61.1972,53.8333,65.899,56.5417,66.1075,55.8472,63.3243,104.6944,70.7269,85.4028,66.4972,105.25,59.2324,84.1667,66.0186,32000,0.791,0.0099,0.0466,4.71,3730000,0.0157,274,45900,165000,0.0137,2,3,1,3
115,118,40.627417,39.91483466,12.10051849,13.65096052,10.97860026,1.243415389,1.142169922,0.594309435,0.974576271,0.746753247,0.907066307,1.818871666,0.165332457,0.017539445,57,1168,877.5304,265.7881,152,1251,513.0513,350.0248,364.4792,16905.19,7455.01,798753.14,776983.38,909.0853,97.5584,59.9115,62.6299,58.9952,127.3766,69.8812,52.8442,52.3154,59.3766,54.9802,56.2468,49.3016,47.3506,47.3395,30.2468,49.546,133.9156,67.7894,99.5455,58.3636,85.7273,57.8975,102.3117,66.4695,74000,0.635,0.0041,0.035,5.59,3250000,0.0143,762,94200,309000,0.0052,3,3,3,2
86,86,34.38477631,34.20663073,10.46415791,11.14093596,10.03595341,1.110102399,1.094017053,0.434197296,1,0.781818182,0.923608065,0.499529001,0.16146377,0.005180944,117,921,429.2093,262.0102,107,595,229.3333,159.0066,199.876,5558.27,1116.71,5553.35,5553.49,1116.26,102.1364,60.4794,62.4364,57.3751,107.6273,68.7064,47.4273,65.0568,45.5636,63.362,49.5455,62.126,40.8,51.1762,34.8636,56.7191,109.1091,69.518,84.9545,58.3072,82.1455,58.7417,77.7727,62.7724,43200,0.72,0.006,0.0359,5.22,3320000,0.0174,305,64500,222000,0.0067,2,3,4,2
1417,1657,184.1665222,154.9881098,42.4756452,55.63391083,34.45495658,1.614685269,1.904766129,0.785142036,0.855159928,0.678639847,0.74128114,10.67564741,0.188761883,0.158434943,10,1176,781.7551,282.52,101,2150,538.5037,484.322,243.2514,6837.36,2363.94,6831.98,6832.1,2363.15,25.0091,29.9606,15.3913,26.3657,124.7835,89.2297,39.6624,44.9132,39.5733,35.172,39.0465,44.0962,29.8233,28.2588,25.8506,35.1531,123.8549,87.9591,48.4617,46.0338,52.0441,40.414,47.023,49.2784,31200,0.886,0.0003,0.0414,8.35,4900000,0.0151,702,134000,505000,0.0007,3,5,4,4
98,117,44.627417,41.72062073,11.17038385,14.86479419,9.729122814,1.527865818,1.61721426,0.756055303,0.837606838,0.544444444,0.707512989,1.745161482,0.199586269,0.065134764,233,1126,705.9694,282.4022,72,1038,538.5,343.9004,167.4694,6093.96,8250.67,553836.72,610615.64,319.9519,78.0667,57.1566,59.5333,62.7808,98.3833,69.9226,80.7278,66.0365,108.4111,69.406,99.8389,65.1144,88.5389,53.1955,81.8889,69.3882,96.4,68.7021,92.5556,53.4764,85.8333,66.4306,79.55,52.9364,47700,0.784,0.0035,0.0311,5.77,-8790000,0.0113,589,99200,354000,0.0048,2,3,3,3
880,922,117.0538239,110.5971129,33.47313549,35.92055074,31.98169929,1.123159542,1.239021022,0.455285582,0.954446855,0.67953668,0.904076032,2.681039965,0.164094346,0.055160188,96,1223,843.1761,296.1655,9,1615,521.9855,405.9622,321.1906,5836.12,5831.1,3566.24,3160.87,1997.52,33.1876,29.0394,34.5058,40.3173,131.7591,96.9864,34.4764,42.5256,50.7869,42.945,35.5683,44.3307,20.6641,25.6923,13.3205,24.1486,133.0525,96.8734,23.4641,32.2328,51.6618,37.3425,25.7853,30.8889,38900,0.852,0.0004,0.0362,7.87,2830000,0.0128,744,127000,472000,0.001,5,5,5,3
179,194,56.28427125,51.2638675,15.09668435,16.95351482,14.02131482,1.209124468,1.408351951,0.562136141,0.922680412,0.701960784,0.855933767,1.018530751,0.168069926,0.089197277,74,1253,661.5978,334.6835,52,843,246.3421,163.8272,415.2557,6006.77,6002.85,3561.54,3198.94,2006.18,53.3529,45.2994,37.5176,47.4307,102.2667,71.2796,53.9137,47.3965,64.9176,49.2621,60.4157,55.0115,89.902,61.3544,58.1922,49.9772,104.6667,75.3069,76.4314,54.3123,76.9725,53.3547,85.7529,66.5394,73300,0.714,0.0024,0.0265,6.16,1770000,0.0095,519,127000,434000,0.0035,4,3,3,3
70,72,31.79898987,31.08640753,9.440697439,10.45784338,8.681235628,1.20464918,1.149525858,0.557588952,0.972222222,0.7,0.910262878,0.465700093,0.162556851,0.022408961,84,1852,625.0143,511.6061,71,361,151.6333,80.5894,473.381,4666.51,2864.08,524482.66,534952.69,231.6537,76.24,63.718,70.05,66.7444,94.61,72.2096,96.1,58.1059,106.44,57.3499,92.2,61.5215,62.31,53.8662,46.01,51.8947,98.66,73.7179,77.07,48.5225,104.39,60.7774,90.69,50.9039,211000,0.61,0.0067,0.0307,5.11,-17900000,0.0112,470,249000,800000,0.0086,1,2,1,1
115,118,40.38477631,39.3755278,12.10051849,13.00114207,11.3809078,1.142364238,1.128567811,0.483439921,0.974576271,0.798611111,0.932083731,0.509946132,0.160808745,0.024990816,12,3300,1328.13,1137.48,3,964,340.3333,313.3382,987.7928,16113.7,25680.29,3196928.09,3219676.12,979.311,100.8125,63.0482,51.6319,50.7267,91.0486,71.0216,65.6181,48.0929,81.4167,58.3517,54.2153,44.7637,78.4028,60.8456,61.7986,55.1391,93.6736,72.1387,78.6458,56.5284,111.8264,64.2345,84.7014,63.0038,1020000,0.616,0.0045,0.0196,5.52,105000000,0.0015,1240,1300000,4180000,0.0091,1,3,1,1
153,177,54.28427125,49.41888924,13.95727948,15.98975946,13.24927464,1.206840366,1.532663197,0.559826279,0.86440678,0.728571429,0.787254833,1.173450854,0.175060874,0.089627841,170,1012,585.9477,233.6224,118,620,248,113.1371,337.9477,5886.14,2332.19,5882.94,5882.54,2331.53,69.3048,50.2713,52.9905,52.6744,111.1286,67.1696,78.5238,57.3222,100.8905,64.5111,70.6857,53.6616,76.7381,55.3858,45.7952,44.4981,116.8762,70.447,74.2857,62.1036,92.4524,58.9267,70.2333,58.7787,47600,0.655,0.003,0.0327,5.93,2250000,0.0048,406,65700,217000,0.0054,3,3,4,2
121,124,42.04163056,41.19734681,12.41217084,14.74278875,10.61314048,1.389107096,1.162422128,0.694091386,0.975806452,0.720238095,0.89589423,1.508935673,0.169071232,0.020082089,12,983,422.8908,243.995,21,401,159.2391,84.2402,263.6516,5355.5,2167,5355.12,5355.34,2166.88,82.7619,53.4631,60.0893,50.1681,105.1845,70.0801,112.9762,50.4274,82.5536,54.6614,96.8988,51.8998,90.1429,55.5061,96.3869,61.1832,106.7381,70.2665,86.8929,50.5487,70.875,53.4319,101.7024,61.2915,59200,0.524,0.0037,0.0225,5.7,-2410000,0.0097,382,61600,187000,0.0049,4,3,4,3
110,114,40.38477631,39.11308687,11.83454055,12.17238373,11.79608727,1.031900107,1.179866347,0.246722974,0.964912281,0.833333333,0.903562845,0.480057704,0.161731781,0.031489327,145,963,597.4182,225.6245,118,1198,413.6818,328.375,183.7364,4925.08,4925.37,2290.46,3073.24,1611.65,67.303,56.5352,57.1061,60.9895,117.0909,65.1323,58.9394,54.8238,92.2273,54.0589,59.2727,54.4834,53.9015,55.8157,40.4167,52.2114,107.1894,58.7027,83.447,52.3892,106.75,59.4162,82.053,48.7156,62800,0.458,0.0049,0.0191,5.43,2410000,0.0048,474,57400,168000,0.0063,3,3,3,2
255,269,61.9411255,59.73119927,18.01877032,18.90859566,17.61507136,1.073432816,1.19731422,0.363509034,0.94795539,0.706371191,0.898147314,0.766421571,0.163029182,0.035677851,161,2626,1110.55,684.0443,158,1053,463.434,226.2811,647.1111,6716.93,6710.42,3452.09,3883.09,1934.02,65.615,50.0057,49.8144,51.4855,86.2327,69.2508,66.7341,49.8825,67.6898,51.6147,76.2798,56.4192,64.9474,55.681,38.4155,52.6423,86.3601,68.9873,65.7673,61.1998,79.1607,58.2471,67.1468,60.1052,184000,0.803,0.0016,0.0266,6.53,86000000,0.0122,828,454000,1630000,0.0027,1,4,3,1
79,83,34.38477631,33.30173749,10.02925341,10.88163594,9.428449822,1.154127788,1.190955273,0.499254867,0.951807229,0.718181818,0.895165156,0.660551076,0.161897943,0.031497626,230,1051,574.1646,257.4568,236,516,296.2581,60.4841,277.9065,3754.32,3754.34,3298.89,3098.36,2867.36,50,50.1367,47.2909,52.6181,113.4818,67.7534,64.1,60.9876,58.1909,58.1456,66.9364,57.0529,93.8182,47.7788,74.7273,54.9951,113.1455,68.6169,110.4182,57.5658,91.6182,59.6167,92.6364,62.1232,47000,0.682,0.006,0.0337,5.22,9220000,0.0131,296,64700,217000,0.0078,2,3,3,2
140,142,45.35533906,44.71167694,13.35116236,14.23656386,12.92171001,1.101755406,1.169281117,0.41974414,0.985915493,0.625,0.880026971,1.139541559,0.163831997,0.01419154,192,977,612.9143,250.4177,132,484,256.631,67.487,356.2833,6974.73,3404.3,6973.15,6972.74,3403.78,73.5179,45.45,34.9821,43.1245,102.6607,73.4162,60.317,58.0278,53.9955,54.1668,76.1518,45.9536,79.5714,51.591,69.7679,56.8323,102.7321,72.7798,77.0491,65.0136,67.6696,61.5539,90.1295,60.7762,41600,0.72,0.0027,0.0378,6.01,1990000,0.014,384,73000,251000,0.0038,4,2,2,2
138,142,44.28427125,43.42410827,13.25545387,14.87626799,11.9469769,1.24519099,1.130863154,0.595858213,0.971830986,0.707692308,0.919659651,0.952411212,0.163662563,0.019423668,131,3348,1555.83,951.8715,86,997,527.4737,351.4921,1028.35,5622.1,5597.65,3960.32,1779.85,1134,89.6769,55.9072,56.3026,53.6243,93.6462,70.1964,53.5128,53.5371,62.2,52.6236,68.3333,52.73,87.5128,62.4615,48.9949,45.4026,99.159,71.9001,69.1897,64.0419,107.2051,60.8783,86.0256,65.4087,612000,0.684,0.0032,0.0185,5.86,40400000,0.0056,1300,935000,3140000,0.0036,1,1,1,1
173,190,54.52691193,51.77700003,14.84151075,17.83176663,12.97086854,1.374755019,1.367621243,0.686211232,0.910526316,0.640740741,0.81092782,1.715404477,0.174692437,0.050432196,3,2946,1016.69,709.3117,1,898,281.0106,201.5388,735.683,4851.81,4868.27,2889.88,2416.49,1590.91,84.6,56.8528,40.7815,51.0941,81.6185,68.6409,31.6148,45.5778,67.2926,48.3,33.137,48.1089,81.0148,55.6635,47.5815,51.4144,79.1926,67.3677,76.8148,57.7808,108.0037,68.9315,68.0963,61.6365,312000,0.689,0.0022,0.017,6.22,59500000,0.0059,832,490000,1650000,0.0031,1,1,1,1
111,111,39.79898987,39.79898987,11.88821221,14.10821737,10.3681679,1.360724239,1.135563059,0.678172494,1,0.792857143,0.880620404,2.265896941,0.171100246,5.55E-16,176,1151,764.4595,302.0416,163,813,358.6552,193.0154,405.8043,4983.78,2370.99,4979.21,4979.23,2370.21,57.3357,47.8772,52.5214,59.4013,120.5786,65.0463,46.7857,68.2257,44.3286,65.567,50.8357,68.2929,77.9929,53.6626,67.4429,61.2943,122.5786,64.6484,77.5429,58.6547,82.4429,58.0438,106.2429,76.1091,85600,0.571,0.0046,0.0283,5.48,2920000,0.0095,580,98200,309000,0.0062,3,3,3,2
151,159,47.69848481,46.34415823,13.86575534,16.45827215,11.93584764,1.378894289,1.199008759,0.688518523,0.949685535,0.674107143,0.883480188,1.093121458,0.169980345,0.028393493,17,1141,695.4636,370.2011,12,906,243.5278,184.102,451.9358,5359.65,2010.32,5358.14,5359.14,2009.96,69.1741,50.0343,49.9464,56.8637,107.3259,76.4305,49.7143,64.6818,55.2768,58.6528,48.2857,64.0356,78.4152,53.7022,50.317,52.9758,106.6875,74.391,80.0357,64.204,80.5045,52.0142,69.8884,60.7251,85100,0.716,0.0027,0.0308,6.02,5310000,0.0119,601,147000,504000,0.0041,3,4,3,2
84,88,35.55634919,34.55265891,10.34176589,11.88157215,9.316707164,1.275297371,1.197692073,0.62059554,0.954545455,0.763636364,0.884150515,0.70292167,0.167638484,0.028228159,96,1740,810.5238,444.6014,132,982,356.3077,225.3267,454.2161,4219.26,1983.51,4220.85,4220.13,1982.83,77.5,56.8096,81.8818,70.66,121.3636,67.7205,58.8455,48.2066,82.1727,70.2509,94.3545,55.5613,52.7636,57.6006,47.9636,56.1183,112.3818,66.6566,90.7727,73.8608,99.6182,55.3115,91.8364,68.1685,155000,0.634,0.0061,0.0207,5.21,3630000,0.0029,660,189000,619000,0.0089,1,1,1,3
664,726,109.1543289,99.6454944,29.07629718,33.96867406,25.85451316,1.313839246,1.427920355,0.648601557,0.914600551,0.683127572,0.840354656,5.746884972,0.171278238,0.087113673,11,1206,564.1012,231.4874,13,1816,484.8595,413.3921,79.2417,5891.81,2279.23,5891.65,5891.44,2278.73,65.213,45.3177,56.929,51.1469,110.8035,79.0963,61.7058,44.4782,61.2016,44.1571,67.1173,48.3854,50.2973,36.717,54.8776,44.0619,107.3951,75.4026,82.1235,56.3455,90.2582,59.4128,93.4825,58.7685,61100,0.643,0.0006,0.0205,7.58,-7090000,0.0053,535,85700,282000,0.0011,5,3,5,5
49,49,26.38477631,26.20663073,7.89865417,9.409515466,6.814143991,1.380880046,1.130578934,0.689615341,1,0.680555556,0.896568685,0.898445381,0.168756216,0.006751832,129,662,376.5102,140.8804,92,358,213.2609,64.4707,163.2493,2062.54,1185.01,124472.95,118906.92,129.8047,93.2778,64.2011,108.3333,62.6926,117.6111,61.3683,71.5556,67.481,77.7361,69.8154,93.6389,54.3583,105.1806,60.0357,102.4167,73.9645,112.75,61.4003,85.5139,71.3326,79.6944,59.068,98.0556,67.7227,25400,0.428,0.0098,0.0358,4.71,-2060000,0.0069,254,21400,60700,0.0137,3,2,3,2
125,130,42.627417,41.64856686,12.61566261,13.59345373,12.02463647,1.130466918,1.156799675,0.466369071,0.961538462,0.73964497,0.90556526,0.626323196,0.1633536,0.022962924,83,1039,519.448,313.0032,82,388,149.9091,55.7702,369.5389,5387.64,5385.19,3193.8,2336.5,1259.34,98.3077,67.4647,65.1183,53.0346,102.9349,69.544,51.9763,50.7068,90.2959,55.0066,53.5385,49.7373,83.4083,58.4793,44.0473,53.8637,100.1479,69.8448,99.1598,65.4181,114.6391,53.6853,79.6982,59.8427,77400,0.64,0.0037,0.0332,5.7,8330000,0.0138,391,105000,342000,0.0046,2,3,4,3
192,196,53.35533906,51.97003455,15.63528038,17.31939995,14.56696164,1.188950749,1.179898572,0.54091427,0.979591837,0.664359862,0.893315936,0.911428583,0.165850039,0.025963747,70,968,446.4583,289.5627,62,435,138.0206,83.9494,308.4377,4049.39,4047.49,1999.16,2059.23,992.6901,87.7232,57.5183,54.6159,55.523,86.8443,73.0039,47.9481,50.2586,68.5052,52.262,57.1626,51.3646,77.09,56.081,44.2215,45.5181,86.7993,71.8059,59.2249,57.6548,79.2145,52.7069,72.9723,58.5791,42900,0.75,0.0021,0.0477,6.28,35800,0.0212,312,83800,293000,0.0037,3,3,3,2
130,133,43.69848481,43.09025774,12.86550197,15.08879094,11.29409025,1.335989939,1.168905874,0.663125048,0.977443609,0.663265306,0.879822437,1.486150168,0.169500683,0.013918722,78,1051,525.1692,324.9012,78,458,145.4545,72.1068,379.7147,4221.67,1238.84,4222.14,4222.37,1238.31,62.5102,60.9356,48.3776,47.2235,95.6173,71.6995,51.602,57.189,65.0765,47.7799,55.9133,51.7383,79.1888,62.5451,50.8827,54.6872,95.699,72.8957,105.5255,67.7041,107.102,55.0253,86.9133,59.7769,73000,0.678,0.0032,0.0388,5.86,5970000,0.0188,362,110000,369000,0.0047,2,3,3,1
88,90,35.79898987,35.21982285,10.58513486,12.74168235,8.961008238,1.42190276,1.158908128,0.710910023,0.977777778,0.752136752,0.891493542,2.168841494,0.170442806,0.016178306,187,1925,1041.78,465.3219,175,1751,829.4138,511.3626,212.3703,4929.65,4954.21,2955.74,3124.22,2025.81,53.0855,50.0327,51.6838,55.5312,121.7009,62.2628,69.7778,63.0264,61.6068,68.8215,78.4017,56.4433,81.1197,56.0753,91.8803,67.248,117.9573,59.8575,103.4444,66.6399,88.8376,57.6585,100.8205,68.6181,163000,0.669,0.0056,0.0198,5.28,-84100000,0.0062,845,208000,699000,0.0063,3,4,2,1
166,170,48.28427125,47.25935253,14.53814859,15.81492995,13.49907946,1.171556179,1.117618057,0.520985454,0.976470588,0.741071429,0.933990411,1.082207646,0.161773528,0.021226762,105,2633,1107.93,778.6119,80,738,259.7759,134.7097,848.1518,4852.88,1906.33,4836.52,4837.45,1903.62,81.7054,52.389,40.8571,48.8505,92.3214,70.9195,62.0893,54.3748,79.0938,51.5161,65.8929,52.4342,74.8214,53.602,64.8036,54.1323,89.3393,71.8675,88.3973,63.8974,97.8482,57.4766,76.1339,64.2003,347000,0.729,0.0027,0.0203,6.01,24800000,0.0072,910,626000,2160000,0.0038,1,1,1,1
158,162,47.79898987,46.46499963,14.1835062,16.04926538,12.7487688,1.258887476,1.150722187,0.607457511,0.975308642,0.81025641,0.919634118,1.710169338,0.165127911,0.027908335,149,1054,555.8101,287.7171,122,457,264.8919,80.6707,290.9182,4991.22,4991.24,3592.16,3002.04,2456.49,83.0205,56.7374,57.3077,49.3368,108.7692,69.1364,62.7385,41.7356,81.8051,53.0159,51.8769,43.6112,44.6615,41.838,37.6718,40.4692,106.2,68.8533,87.0513,50.5745,102.4,55.4603,66.4462,50.1701,47800,0.728,0.0032,0.0312,5.86,868000,0.0105,412,84400,291000,0.0047,3,3,4,3
211,218,56.04163056,54.68812795,16.39065416,19.50029489,14.05319672,1.38760563,1.184484021,0.693282571,0.967889908,0.793233083,0.886556065,3.316034947,0.170345726,0.024151735,226,1134,709.3602,271.9381,218,1011,498.9636,210.2953,210.3966,5130.85,5130.97,2269.52,3380.87,1645.67,72.1654,59.4015,56.1992,55.6726,122.3045,69.1372,68.4887,54.5593,63.0752,45.3556,81.3195,66.7579,70.8383,49.4738,55.6842,56.3507,119.1692,68.7558,62.297,47.7209,78.4511,48.2418,73.0038,55.1733,37300,0.762,0.0023,0.0281,6.2,5910000,0.0088,477,73900,261000,0.0032,2,3,4,4
138,142,44.38477631,43.69703411,13.25545387,14.13200581,12.76892698,1.106749677,1.136002064,0.428489663,0.971830986,0.821428571,0.908207385,1.571282298,0.163085334,0.015495002,58,2913,1269.06,972.1664,59,1251,459.0333,383.6025,810.0246,27115.78,26488.92,2867864.32,2763601.59,1084.44,69.5,55.8103,43.1488,58.2255,97.7321,71.6023,49.6012,49.137,78.5238,57.4195,55.506,51.1579,54.7024,49.5532,34.7976,41.8942,98.5952,72.1005,79.4881,51.5465,99.4405,62.5799,65.2679,51.7079,585000,0.703,0.0037,0.0174,5.69,172000000,0.0055,1180,925000,3150000,0.0046,5,1,1,1
102,111,41.45584412,39.72609432,11.39607097,13.96193401,9.752502429,1.431625792,1.340792245,0.715603656,0.918918919,0.603550296,0.812191232,1.13371028,0.176090832,0.041725113,182,2035,936.3725,534.4731,132,1107,448.0149,307.6443,488.3576,5149.75,5147.48,3639.64,2666.25,2011.95,59.7692,49.6375,42.4852,53.8293,91.645,68.9976,42.9822,58.889,41.8107,57.4582,48.8225,59.2357,76.2367,59.6824,68.3491,63.8588,93.3077,69.4074,77.4734,57.7581,80.9882,52.626,84.8047,65.2608,156000,0.741,0.0037,0.0215,5.7,37100000,0.0072,665,277000,962000,0.0052,1,1,1,1
124,145,52.04163056,48.15061619,12.56509863,19.77121913,8.959482387,2.206736759,1.738081918,0.89143031,0.855172414,0.52991453,0.672090645,2.734370039,0.236142522,0.074767342,47,2665,905.0403,664.2101,47,718,191.4091,129.9468,713.6312,5184.69,5184.58,2351.57,2624.34,1126.27,82.4274,69.1553,59.6624,53.5848,84.7479,72.4918,55.1239,47.3496,74.406,67.0412,63.7906,50.1297,75.5,61.7484,54.9145,60.3565,87.6538,76.4807,76.7991,56.7465,88.8077,71.1987,71.7778,60.5798,302000,0.614,0.0026,0.029,6.06,14300000,0.0108,561,387000,1250000,0.0035,1,1,1,1
1274,1379,151.9238816,137.2924294,40.27539174,46.2300616,36.98449724,1.24998486,1.441693046,0.59998708,0.923857868,0.732604945,0.849348867,7.816568349,0.17182128,0.096307782,83,1315,581.6688,328.3275,9,1405,327.9332,306.9997,253.7356,9399.17,5782.51,499597.53,527842.26,119.5552,26.4117,23.2575,13.609,18.9708,103.2283,78.4067,36.5239,36.8755,61.023,44.0557,32.3594,36.8605,49.7838,39.3484,22.9908,29.4352,101.1346,76.1744,19.5532,28.7875,40.8166,33.1038,20.0857,29.2275,54400,0.768,0.0003,0.0363,8.17,-1720000,0.0137,531,117000,414000,0.0008,5,5,5,5
